Pavarde             Vardas              Galutinis (med.)
Pavarde8522         Vardas8522          4.2            
Pavarde8523         Vardas8523          7.4            
Pavarde8524         Vardas8524          8              
Pavarde8525         Vardas8525          7.4            
Pavarde8526         Vardas8526          3              
Pavarde8527         Vardas8527          3.4            
Pavarde8528         Vardas8528          7              
Pavarde8529         Vardas8529          3.6            
Pavarde853          Vardas853           7.4            
Pavarde8530         Vardas8530          4.2            
Pavarde8531         Vardas8531          8.8            
Pavarde8532         Vardas8532          5.2            
Pavarde8533         Vardas8533          4.2            
Pavarde8534         Vardas8534          8.8            
Pavarde8535         Vardas8535          8.8            
Pavarde8536         Vardas8536          6.2            
Pavarde8537         Vardas8537          4.2            
Pavarde8538         Vardas8538          6.4            
Pavarde8539         Vardas8539          8.4            
Pavarde854          Vardas854           4.8            
Pavarde8540         Vardas8540          4.8            
Pavarde8541         Vardas8541          6.4            
Pavarde8542         Vardas8542          3.6            
Pavarde8543         Vardas8543          7.2            
Pavarde8544         Vardas8544          5.8            
Pavarde8545         Vardas8545          5              
Pavarde8546         Vardas8546          6.4            
Pavarde8547         Vardas8547          3              
Pavarde8548         Vardas8548          3.2            
Pavarde8549         Vardas8549          4              
Pavarde855          Vardas855           3.2            
Pavarde8550         Vardas8550          4.4            
Pavarde8551         Vardas8551          6.4            
Pavarde8552         Vardas8552          4.4            
Pavarde8553         Vardas8553          5              
Pavarde8554         Vardas8554          8.8            
Pavarde8555         Vardas8555          3.2            
Pavarde8556         Vardas8556          8              
Pavarde8557         Vardas8557          8              
Pavarde8558         Vardas8558          5.8            
Pavarde8559         Vardas8559          5.2            
Pavarde856          Vardas856           5.2            
Pavarde8560         Vardas8560          4.2            
Pavarde8561         Vardas8561          6.8            
Pavarde8562         Vardas8562          3.8            
Pavarde8563         Vardas8563          5.2            
Pavarde8564         Vardas8564          6.8            
Pavarde8565         Vardas8565          8              
Pavarde8566         Vardas8566          3              
Pavarde8567         Vardas8567          8              
Pavarde8568         Vardas8568          7.8            
Pavarde8569         Vardas8569          3.8            
Pavarde857          Vardas857           8.2            
Pavarde8570         Vardas8570          6              
Pavarde8571         Vardas8571          7.6            
Pavarde8572         Vardas8572          2.2            
Pavarde8573         Vardas8573          4              
Pavarde8574         Vardas8574          3.4            
Pavarde8575         Vardas8575          2.2            
Pavarde8576         Vardas8576          1.8            
Pavarde8577         Vardas8577          9.2            
Pavarde8578         Vardas8578          4              
Pavarde8579         Vardas8579          4.8            
Pavarde858          Vardas858           6.4            
Pavarde8580         Vardas8580          5.8            
Pavarde8581         Vardas8581          6              
Pavarde8582         Vardas8582          7.6            
Pavarde8583         Vardas8583          3              
Pavarde8584         Vardas8584          4.6            
Pavarde8585         Vardas8585          3.2            
Pavarde8586         Vardas8586          7.8            
